,code,name,指标,count,url
0,600319,亚星化学,10.03,1,https://xueqiu.com/S/SH600319
1,002352,顺丰控股,5.73,3,https://xueqiu.com/S/SZ002352
2,002077,大港股份,5.06,3,https://xueqiu.com/S/SZ002077
3,000188,中国波指,4.76,2,https://xueqiu.com/S/SH000188
4,300556,丝路视觉,4.35,4,https://xueqiu.com/S/SZ300556
5,000595,宝塔实业,4.12,6,https://xueqiu.com/S/SZ000595
6,601216,君正集团,4.09,4,https://xueqiu.com/S/SH601216
7,300215,电科院,4.08,6,https://xueqiu.com/S/SZ300215
8,002208,合肥城建,3.5,5,https://xueqiu.com/S/SZ002208
9,300586,美联新材,3.3,8,https://xueqiu.com/S/SZ300586
10,603032,德新交运,2.92,8,https://xueqiu.com/S/SH603032
11,000830,鲁西化工,2.53,10,https://xueqiu.com/S/SZ000830
12,002807,江阴银行,2.24,21,https://xueqiu.com/S/SZ002807
