,code,name,指标,count,url
0,000507,珠海港,10.07,1,https://xueqiu.com/S/SZ000507
1,300123,太阳鸟,10.03,1,https://xueqiu.com/S/SZ300123
2,601890,亚星锚链,10.02,1,https://xueqiu.com/S/SH601890
3,603669,灵康药业,8.85,2,https://xueqiu.com/S/SH603669
4,300419,浩丰科技,4.2,5,https://xueqiu.com/S/SZ300419
5,300141,和顺电气,4.03,5,https://xueqiu.com/S/SZ300141
6,603626,科森科技,3.79,5,https://xueqiu.com/S/SH603626
7,600184,光电股份,3.66,5,https://xueqiu.com/S/SH600184
8,002558,世纪游轮,3.56,7,https://xueqiu.com/S/SZ002558
9,000839,中信国安,3.34,7,https://xueqiu.com/S/SZ000839
10,000548,湖南投资,3.21,7,https://xueqiu.com/S/SZ000548
11,002323,雅百特,2.99,6,https://xueqiu.com/S/SZ002323
12,300099,尤洛卡,2.76,13,https://xueqiu.com/S/SZ300099
13,002346,柘中股份,2.73,12,https://xueqiu.com/S/SZ002346
14,601882,海天精工,2.32,19,https://xueqiu.com/S/SH601882
